33300.000000	4.945600	4.875743
33301.000000	4.692300	4.876230
33302.000000	4.822500	4.876014
33303.000000	4.902900	4.877047
33304.000000	4.856700	4.876954
33305.000000	4.898100	4.877003
33306.000000	4.833200	4.876881
33307.000000	4.664200	4.876818
33308.000000	4.705600	4.876845
33309.000000	4.818500	4.877365
33310.000000	4.830300	4.877840
33311.000000	4.737600	4.878467
33312.000000	4.740500	4.877787
33313.000000	4.779500	4.877615
33314.000000	4.734300	4.878163
33315.000000	4.632000	4.878176
33316.000000	4.902500	4.877924
33317.000000	4.646700	4.878187
33318.000000	4.768100	4.879041
33319.000000	4.770600	4.879361
33320.000000	4.761600	4.879893
33321.000000	4.830000	4.879645
33322.000000	4.586600	4.879490
33323.000000	4.824600	4.878950
33324.000000	4.740600	4.879233
33325.000000	4.697500	4.879677
33326.000000	4.767300	4.879809
33327.000000	4.737300	4.880042
33328.000000	4.752100	4.880808
33329.000000	4.850900	4.880936
33330.000000	4.690400	4.880791
33331.000000	4.791400	4.880337
33332.000000	4.741500	4.880451
33333.000000	4.698600	4.880679
33334.000000	4.736300	4.880484
33335.000000	4.742700	4.881090
33336.000000	4.867900	4.881579
33337.000000	4.691600	4.880905
33338.000000	4.712800	4.881117
33339.000000	4.984300	4.881433
33340.000000	4.898500	4.881102
33341.000000	4.812000	4.881051
33342.000000	4.927400	4.881572
33343.000000	4.893900	4.881777
33344.000000	4.979800	4.882312
33345.000000	4.877700	4.882091
33346.000000	4.915000	4.882396
33347.000000	4.841500	4.882675
33348.000000	4.857200	4.881835
33349.000000	4.957500	4.882246
33350.000000	4.939900	4.882752
33351.000000	4.847500	4.883360
33352.000000	4.938400	4.883587
33353.000000	4.938300	4.883133
33354.000000	4.920800	4.883536
33355.000000	4.851300	4.883421
33356.000000	4.832900	4.883513
33357.000000	4.959600	4.883671
33358.000000	4.998700	4.883885
33359.000000	4.989500	4.883815
33360.000000	4.742500	4.884227
33361.000000	4.891900	4.884448
33362.000000	4.845800	4.884355
33363.000000	4.859700	4.884877
33364.000000	5.084800	4.884985
33365.000000	4.921200	4.884918
33366.000000	4.809200	4.884964
33367.000000	4.967300	4.885306
33368.000000	4.863700	4.885335
33369.000000	4.866600	4.886001
33370.000000	4.957100	4.885287
33371.000000	4.877200	4.885654
33372.000000	4.963400	4.885859
33373.000000	4.847700	4.886253
33374.000000	5.012100	4.886558
33375.000000	4.856900	4.886124
33376.000000	4.860200	4.886738
33377.000000	5.032600	4.886395
33378.000000	4.737200	4.886839
33379.000000	5.068200	4.887459
33380.000000	4.943000	4.886895
33381.000000	4.892400	4.887576
33382.000000	4.819000	4.886886
33383.000000	4.797000	4.887184
33384.000000	5.023600	4.887296
33385.000000	4.880300	4.887912
33386.000000	4.988200	4.888184
33387.000000	5.034400	4.887781
33388.000000	4.847900	4.888079
33389.000000	4.793200	4.887874
33390.000000	4.905300	4.888159
33391.000000	4.879200	4.888592
33392.000000	4.945600	4.888488
33393.000000	4.935800	4.888377
33394.000000	5.009200	4.888461
33395.000000	4.863600	4.888730
33396.000000	4.923100	4.889142
33397.000000	4.785700	4.889211
33398.000000	4.790600	4.888584
33399.000000	5.039900	4.889249
33400.000000	4.821700	4.889749
33401.000000	4.971500	4.889788
33402.000000	4.855200	4.890159
33403.000000	5.033400	4.889424
33404.000000	4.914200	4.889824
33405.000000	4.871300	4.890279
33406.000000	4.732600	4.890656
33407.000000	5.014800	4.890253
33408.000000	4.896600	4.890251
33409.000000	4.991700	4.890622
33410.000000	4.905600	4.890837
33411.000000	4.821800	4.890635
33412.000000	4.917000	4.890531
33413.000000	4.841300	4.890783
33414.000000	4.930200	4.890975
33415.000000	4.869900	4.891005
33416.000000	5.032700	4.891279
33417.000000	4.793700	4.891087
33418.000000	4.918600	4.891357
33419.000000	4.834500	4.891231
33420.000000	5.037400	4.891374
33421.000000	4.912200	4.891369
33422.000000	4.904400	4.891700
33423.000000	4.822900	4.891653
33424.000000	4.822100	4.891647
33425.000000	4.970800	4.891597
33426.000000	4.889500	4.891535
33427.000000	4.747200	4.891955
33428.000000	4.967500	4.892284
33429.000000	4.970300	4.892037
33430.000000	5.012600	4.891841
33431.000000	4.919500	4.892164
33432.000000	4.909400	4.892483
33433.000000	4.843700	4.892371
33434.000000	4.970000	4.892595
33435.000000	4.851100	4.892227
33436.000000	4.725900	4.892471
33437.000000	5.141700	4.892448
33438.000000	4.978100	4.892876
33439.000000	4.911300	4.893010
33440.000000	4.876200	4.892561
33441.000000	4.886000	4.893372
33442.000000	4.911900	4.892871
33443.000000	4.891800	4.893538
33444.000000	4.885800	4.893733
33445.000000	4.976800	4.893494
33446.000000	4.944500	4.893642
33447.000000	4.871400	4.893351
33448.000000	4.799000	4.893626
33449.000000	5.030000	4.893893
33450.000000	4.953200	4.893814
33451.000000	4.938600	4.894020
33452.000000	4.791400	4.894023
33453.000000	4.759600	4.894765
33454.000000	5.134700	4.894436
33455.000000	4.913600	4.894214
33456.000000	4.872200	4.894492
33457.000000	4.895800	4.894338
33458.000000	4.892700	4.894733
33459.000000	4.922000	4.894948
33460.000000	4.945200	4.894810
33461.000000	4.741900	4.894719
33462.000000	4.902500	4.895215
33463.000000	4.961900	4.895148
33464.000000	4.994300	4.895434
33465.000000	4.860200	4.895435
33466.000000	4.870800	4.895146
33467.000000	4.969300	4.895291
33468.000000	4.884100	4.895510
33469.000000	4.875500	4.895693
33470.000000	4.838400	4.895796
33471.000000	4.970200	4.896293
33472.000000	4.917600	4.896002
33473.000000	4.845800	4.895944
33474.000000	4.928200	4.895784
33475.000000	4.822500	4.895582
33476.000000	5.142800	4.896455
33477.000000	4.791800	4.896294
33478.000000	4.909900	4.896792
33479.000000	4.833200	4.896308
33480.000000	4.852900	4.896511
33481.000000	4.964300	4.896388
33482.000000	4.836800	4.897402
33483.000000	5.066000	4.897524
33484.000000	4.859800	4.897552
33485.000000	4.886100	4.897427
33486.000000	4.854200	4.897548
33487.000000	4.865000	4.897905
33488.000000	4.882000	4.898346
33489.000000	4.975600	4.899390
33490.000000	4.968100	4.899470
33491.000000	4.998300	4.900128
33492.000000	4.747100	4.900396
33493.000000	4.844500	4.901080
33494.000000	4.984500	4.900823
33495.000000	4.880700	4.901434
33496.000000	4.828600	4.902322
33497.000000	4.930000	4.902716
33498.000000	5.048100	4.903764
33499.000000	4.943100	4.903750
33500.000000	4.986200	4.903791
33501.000000	4.829700	4.904591
33502.000000	4.848300	4.904693
33503.000000	4.769200	4.905900
33504.000000	4.937100	4.905872
33505.000000	4.970600	4.906353
33506.000000	4.907000	4.907155
33507.000000	4.928400	4.907795
33508.000000	5.040100	4.907865
33509.000000	4.907600	4.908555
33510.000000	4.850300	4.908699
33511.000000	4.784700	4.909253
33512.000000	4.904500	4.909928
33513.000000	4.929400	4.910471
33514.000000	4.838600	4.911077
33515.000000	5.011400	4.911478
33516.000000	4.987300	4.911558
33517.000000	4.734500	4.911904
33518.000000	4.927500	4.912925
33519.000000	4.950500	4.913540
33520.000000	4.808300	4.913606
33521.000000	4.869800	4.913632
33522.000000	4.997200	4.913310
33523.000000	4.927500	4.913565
33524.000000	5.002300	4.913658
33525.000000	4.832200	4.913699
33526.000000	4.951500	4.913742
33527.000000	4.946000	4.914086
33528.000000	4.690200	4.914314
33529.000000	4.976300	4.914151
33530.000000	4.999200	4.914229
33531.000000	5.023800	4.913593
33532.000000	4.936200	4.914205
33533.000000	4.777400	4.914322
33534.000000	4.977900	4.914440
33535.000000	4.856300	4.914404
33536.000000	4.905300	4.914486
33537.000000	4.921200	4.914325
33538.000000	4.934700	4.914245
33539.000000	4.867200	4.913948
33540.000000	4.982900	4.913698
33541.000000	4.937800	4.914676
33542.000000	4.861900	4.914858
33543.000000	5.011700	4.915034
33544.000000	4.911400	4.915268
33545.000000	4.868400	4.914078
33546.000000	4.896400	4.914616
33547.000000	4.969700	4.914752
33548.000000	4.892400	4.914726
33549.000000	5.051900	4.915021
33550.000000	4.706800	4.915143
33551.000000	4.977800	4.914963
33552.000000	4.937500	4.915045
33553.000000	4.985900	4.915024
33554.000000	4.964200	4.915260
33555.000000	4.775400	4.915195
33556.000000	5.043900	4.914969
33557.000000	4.798300	4.915250
33558.000000	5.001400	4.914736
33559.000000	5.047900	4.915578
33560.000000	4.740300	4.915214
33561.000000	5.065300	4.915159
33562.000000	4.706000	4.915134
33563.000000	4.965600	4.915609
33564.000000	4.917000	4.915872
33565.000000	5.051000	4.915723
33566.000000	4.960700	4.915570
33567.000000	4.780200	4.915342
33568.000000	4.967900	4.914994
33569.000000	4.832800	4.915346
33570.000000	4.965100	4.916032
33571.000000	5.005800	4.916443
33572.000000	4.860100	4.916104
33573.000000	4.858100	4.916243
33574.000000	4.911500	4.916303
33575.000000	4.962800	4.915863
33576.000000	5.002800	4.916493
33577.000000	4.908400	4.915838
33578.000000	4.714100	4.916573
33579.000000	5.075000	4.917202
33580.000000	5.029600	4.916792
33581.000000	4.900800	4.917554
33582.000000	4.994800	4.917327
33583.000000	4.681300	4.917493
33584.000000	5.003600	4.917297
33585.000000	5.019800	4.916820
33586.000000	4.998700	4.916487
33587.000000	4.774600	4.917568
33588.000000	4.889400	4.917348
33589.000000	4.998000	4.917712
33590.000000	4.953200	4.917591
33591.000000	4.831900	4.917609
33592.000000	4.860100	4.918111
33593.000000	4.964500	4.917727
33594.000000	4.947500	4.917797
33595.000000	4.899800	4.918271
33596.000000	4.972400	4.918277
33597.000000	4.834100	4.918175
33598.000000	4.971900	4.918490
33599.000000	4.853500	4.918557
33600.000000	4.934400	4.918762
33601.000000	4.889600	4.918777
33602.000000	4.991800	4.919120
33603.000000	4.877500	4.919065
33604.000000	4.889700	4.919054
33605.000000	4.876500	4.918875
33606.000000	4.872400	4.918598
33607.000000	5.020800	4.919100
33608.000000	4.993800	4.919566
33609.000000	4.815800	4.919894
33610.000000	4.831100	4.919709
33611.000000	4.992400	4.919529
33612.000000	4.992200	4.919353
33613.000000	4.857200	4.918657
33614.000000	4.962900	4.919222
33615.000000	4.776200	4.918699
33616.000000	4.969800	4.919760
33617.000000	4.885100	4.920205
33618.000000	5.029000	4.919908
33619.000000	4.935700	4.919518
33620.000000	4.748800	4.919489
33621.000000	5.153900	4.919677
33622.000000	4.731300	4.919879
33623.000000	5.109100	4.919741
33624.000000	4.957000	4.920208
33625.000000	4.815900	4.920010
33626.000000	4.941600	4.920024
33627.000000	4.798200	4.919776
33628.000000	4.983800	4.920247
33629.000000	4.981800	4.920428
33630.000000	4.867900	4.920246
33631.000000	4.962300	4.920360
33632.000000	4.895000	4.920285
33633.000000	5.141700	4.920549
33634.000000	4.784500	4.920620
33635.000000	4.820000	4.920283
33636.000000	4.987900	4.920135
33637.000000	4.842400	4.920580
33638.000000	5.028200	4.920520
33639.000000	4.967900	4.921257
33640.000000	4.847900	4.920975
33641.000000	4.863600	4.920800
33642.000000	5.064900	4.920762
33643.000000	4.872000	4.921101
33644.000000	4.994100	4.920822
33645.000000	4.895700	4.920943
33646.000000	4.795000	4.921573
33647.000000	4.945800	4.921463
33648.000000	4.971600	4.921574
33649.000000	4.959600	4.921484
33650.000000	4.931800	4.921456
33651.000000	5.070900	4.921664
33652.000000	4.793300	4.921132
33653.000000	4.875500	4.921012
33654.000000	4.839200	4.921332
33655.000000	4.823800	4.921694
33656.000000	5.207200	4.922600
33657.000000	4.839000	4.922109
33658.000000	5.075000	4.921887
33659.000000	4.722500	4.921683
33660.000000	4.969800	4.921473
33661.000000	4.901100	4.921981
33662.000000	5.058500	4.922025
33663.000000	4.866400	4.922550
33664.000000	4.913100	4.922065
33665.000000	4.811600	4.922129
33666.000000	4.941700	4.922255
33667.000000	4.962100	4.922452
33668.000000	4.823400	4.922585
33669.000000	5.082400	4.922613
33670.000000	4.847400	4.922500
33671.000000	5.067700	4.922865
33672.000000	4.834500	4.922387
33673.000000	4.987400	4.922748
33674.000000	4.686800	4.922849
33675.000000	4.954900	4.922636
33676.000000	4.952400	4.923088
33677.000000	5.044700	4.923336
33678.000000	5.025100	4.923731
33679.000000	4.763200	4.922447
33680.000000	4.785100	4.922935
33681.000000	5.050700	4.922343
33682.000000	4.866600	4.922852
33683.000000	5.022300	4.922900
33684.000000	4.814700	4.923574
33685.000000	4.914200	4.923528
33686.000000	4.986800	4.923526
33687.000000	4.998500	4.923397
33688.000000	4.762600	4.923461
33689.000000	5.001000	4.922879
33690.000000	4.902900	4.923380
33691.000000	4.890700	4.923453
33692.000000	5.034800	4.923795
33693.000000	4.937500	4.924075
33694.000000	4.917600	4.923955
33695.000000	4.880800	4.924415
33696.000000	4.771600	4.923864
33697.000000	4.992900	4.923707
33698.000000	5.060300	4.923977
33699.000000	4.934700	4.924129
33700.000000	5.008300	4.924187
33701.000000	4.907900	4.924816
33702.000000	4.695700	4.924452
33703.000000	5.019200	4.924562
33704.000000	4.927800	4.924248
33705.000000	4.994600	4.924333
33706.000000	4.893200	4.924665
33707.000000	5.039000	4.924605
33708.000000	4.923700	4.924579
33709.000000	4.798500	4.925239
33710.000000	4.985600	4.925100
33711.000000	4.710300	4.924976
33712.000000	5.068500	4.924666
33713.000000	4.980700	4.924748
33714.000000	4.980800	4.925139
33715.000000	4.907800	4.924791
33716.000000	4.880900	4.924730
33717.000000	4.774800	4.925299
33718.000000	4.930900	4.925255
33719.000000	4.891500	4.925412
33720.000000	4.899100	4.925482
33721.000000	5.095400	4.925819
33722.000000	4.957600	4.925425
33723.000000	4.909400	4.925507
33724.000000	4.944200	4.924803
33725.000000	4.655100	4.925110
33726.000000	5.115500	4.925616
33727.000000	4.858400	4.925926
33728.000000	4.957800	4.925994
33729.000000	4.970300	4.925658
33730.000000	4.910500	4.925504
33731.000000	4.892200	4.925760
33732.000000	4.906700	4.925819
33733.000000	4.955800	4.925623
33734.000000	4.932900	4.925914
33735.000000	4.988800	4.925570
33736.000000	4.775300	4.925895
33737.000000	4.961700	4.925525
